Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
C C B ,C C B ,o-Phos 1,0.039,mg P/L,0.046237,Sat Jul 13 15:35:55 2024,1,1
56-2-3,56-2-3,o-Phos 1,0.942,mg P/L,0.302298,Sat Jul 13 15:37:14 2024,1,1
34-2-47,34-2-47,o-Phos 1,0.178,mg P/L,0.08571,Sat Jul 13 15:38:32 2024,1,1
12/01/2003,12/01/2003,o-Phos 1,0.241,mg P/L,0.103558,Sat Jul 13 15:39:49 2024,1,1
10/02/2003,10/02/2003,o-Phos 1,0.165,mg P/L,0.081943,Sat Jul 13 15:41:07 2024,1,1
11/01/2016,11/01/2016,o-Phos 1,0.086,mg P/L,0.059501,Sat Jul 13 15:42:24 2024,1,1
11/02/1947,11/02/1947,o-Phos 1,0.074,mg P/L,0.056078,Sat Jul 13 15:43:42 2024,1,1
10/01/2002,10/01/2002,o-Phos 1,0.153,mg P/L,0.07842,Sat Jul 13 15:45:00 2024,1,1
11/01/2003,11/01/2003,o-Phos 1,0.188,mg P/L,0.088346,Sat Jul 13 15:46:18 2024,1,1
10/02/1933,10/02/1933,o-Phos 1,0.184,mg P/L,0.087341,Sat Jul 13 15:47:36 2024,1,1
8/02/1933,8/02/1933,o-Phos 1,0.164,mg P/L,0.081655,Sat Jul 13 15:48:54 2024,1,1
C C V,C C V,o-Phos 1,0.662,mg P/L,0.222904,Sat Jul 13 15:50:12 2024,1,1
C C B ,C C B ,o-Phos 1,0.05,mg P/L,0.049189,Sat Jul 13 15:51:33 2024,1,1
10/01/1933,10/01/1933,o-Phos 1,0.15,mg P/L,0.077604,Sat Jul 13 15:52:52 2024,1,1
5/02/2003,5/02/2003,o-Phos 1,0.225,mg P/L,0.098951,Sat Jul 13 15:54:10 2024,1,1
10/01/1947,10/01/1947,o-Phos 1,0.159,mg P/L,0.080163,Sat Jul 13 15:55:28 2024,1,1
11/01/1933,11/01/1933,o-Phos 1,0.174,mg P/L,0.084376,Sat Jul 13 15:56:46 2024,1,1
7/02/2003,7/02/2003,o-Phos 1,0.156,mg P/L,0.079296,Sat Jul 13 15:58:04 2024,1,1
12/02/1932,12/02/1932,o-Phos 1,0.176,mg P/L,0.085158,Sat Jul 13 15:59:22 2024,1,1
7/02/1947,7/02/1947,o-Phos 1,0.446,mg P/L,0.161626,Sat Jul 13 16:00:43 2024,1,1
CTRL C 250324,CTRL C 250324,o-Phos 1,0.06,mg P/L,0.05203,Sat Jul 13 16:02:02 2024,1,1
26/01/2003,26/01/2003,o-Phos 1,0.187,mg P/L,0.088091,Sat Jul 13 16:02:58 2024,1,1
10/02/1947,10/02/1947,o-Phos 1,0.248,mg P/L,0.105349,Sat Jul 13 16:04:00 2024,1,1
C C V,C C V,o-Phos 1,0.612,mg P/L,0.208827,Sat Jul 13 16:04:53 2024,1,1
C C B ,C C B ,o-Phos 1,0.029,mg P/L,0.043316,Sat Jul 13 16:05:47 2024,1,1
5/01/2003,5/01/2003,o-Phos 1,0.177,mg P/L,0.085244,Sat Jul 13 16:06:40 2024,1,1
31-2-33,31-2-33,o-Phos 1,0.281,mg P/L,0.114785,Sat Jul 13 16:07:34 2024,1,1
56-2-47,56-2-47,o-Phos 1,0.25,mg P/L,0.105927,Sat Jul 13 16:08:27 2024,1,1
5/02/2016,5/02/2016,o-Phos 1,0.155,mg P/L,0.079018,Sat Jul 13 16:09:20 2024,1,1
5/01/2016,5/01/2016,o-Phos 1,0.054,mg P/L,0.05029,Sat Jul 13 16:10:13 2024,1,1
C C V,C C V,o-Phos 1,0.54,mg P/L,0.188179,Sat Jul 13 16:11:06 2024,1,1
C C B ,C C B ,o-Phos 1,0.032,mg P/L,0.044145,Sat Jul 13 16:12:00 2024,1,1
CCV,C C V,o-Phos 1,0.435,mg P/L,0.158515,Sat Jul 13 16:27:01 2024,1,1
CCB,C C B ,o-Phos 1,-0.025,mg P/L,0.027855,Sat Jul 13 16:27:54 2024,1,1
CCV,C C V,o-Phos 1,0.494,mg P/L,0.17529,Sat Jul 13 16:29:41 2024,1,1
CCB,C C B ,o-Phos 1,-0.001,mg P/L,0.034654,Sat Jul 13 16:30:35 2024,1,1
